CollegeName,State Name
"AM College of Science, Management & Computer Technology, Anand (Id: C-1227",Gujarat
"Amalapuram Institute of Management Sciences & College of Engineering, NH-214 Road, Mummidivaram,PIN-533216 (CC-6L) (Id: C-18096",Andhra Pradesh
"Amaljyothi College of Engineering, Kanjirappally, Koovapally PO, Kottayam-686518 (Id: C-11842",Kerala
Aman Institute of Information Technology (Id: C-31970,Madhya Pradesh
"Amara Institute of Engineering & Technology, Satuluru Post, Nadendla (Mandal), PIN-522601(CC-AH) (Id: C-18136",Andhra Pradesh
"AMARDEEP COLLEGE OF ENGINEERING AND MANAGEMENT, FIROZABAD (Id: C-46067",Uttar Pradesh
Ambala College of Engineering & Applied Research (Id: C-10590,Haryana
"AMBALIKA INSTITUTE OF MANAGEMENT AND TECHNOLOGY, LUCKNOW (Id: C-46875",Uttar Pradesh
Ambedkar Institute of Technology (Id: C-32851,Delhi
Ambitious Mind Institute of Information Technology (Id: C-32102,Madhya Pradesh
AMIK Institute of Management Science & Technology (Id: C-19079,West Bengal
Amina Institute of Technology (Id: C-19664,Telangana
AMIRAJ COLLEGE OF ENGINEERING AND TECHNOLOGY (Id: C-48167,Gujarat
Amity School of Engineering & Technology (Id: C-32871,Delhi
"AMMINI COLLEGE OF ENGINEERING, KANNAMPARIYARAM (Id: C-43293",Kerala
"AMOGHA INSTITUTE OF PROF. & TECHNICAL EDU. 7th KM. MILE STONE, MEERUT ROAD, DUHAI, GHAZIABAD, Ph. No. :- 09810050807 (Id: C-28758",Uttar Pradesh
Amrapali Institute of Technology & Sciences (Id: C-21255,Uttrakhand
"Amrita Sai Institute of Science & Technology, Amrita Sai Nagar, Paritala (PO), Kanchikacherla (MD), PIN-521180 (CC-AJ) (Id: C-17907",Andhra Pradesh
"Amrita School of Biotechnology, Amritapuri, Kollam (Id: C-7025",Kerala
"Amrita School of Engineering, Amritapuri, Kollam (Id: C-7036",Kerala
"Amrita School of Engineering, Bangalore (Id: C-7034",Karnataka
"Amrita School of Engineering, Coimbatore (Id: C-7021",Tamil Nadu
"Amrutha Institute of Engineering & Management Sciences, BANGALORE (Id: C-1436",Karnataka
"Amrutvahini Sheti & Vikas Santhas Amrutvahini College of Engineering , Amrutangar, Tal.Sangamner, Dist. Ahmednagar 422608 (Id: C-41515",Maharashtra
Anakapalle Merchants Association Konathala Subrahmanyam & Immidisetty Kanaka Raju College of Technology & Management (Id: C-23817,Andhra Pradesh
"ANAND ENGINEERING COLLEGE, ARTONI, AGRA (Id: C-46015",Uttar Pradesh
"Anand Excellence of Information Technology, Ramlala Marg Biowra, Rajgarh (Id: C-35253",Madhya Pradesh
Anand Institute of Higher Technology (Id: C-16618,Tamil Nadu
"Anand narayan Institute of Technology and management Studies, Hudkeshwar road (Id: C-18514",Maharashtra
Anantha lakshmi Engineering college (Id: C-26940,Andhra Pradesh
Anasuya Devi Institute of Technology & Science (Id: C-36481,Telangana
"Andhra Loyola Institute of Engineering & Technology, Polytechnic Post Office, Loyola Campus,Vijayawada, PIN-520008. (CC-HP) (Id: C-17899",Andhra Pradesh
"Angadi Institute of Technology & Mgmt., BELAGAVI (Id: C-1423",Karnataka
ANGAHAL INSTITUTE OF TRAINING FOR ELECTRONIC & COMPUTER TECHNOLOGY (AITECT) IMPHAL (Id: C-31247,Manipur
Angel College of Engineering and Technology (Id: C-36981,Tamil Nadu
Anil Neerukonda Institute Of Technology & Sciences (Id: C-24171,Andhra Pradesh
Anjalai Ammal Mahalingam Engineering College (Id: C-25004,Tamil Nadu
Anjamma Agi Reddy Engineering College for Women (Id: C-19601,Telangana
"Anjan Narasimha Munaga Kancharla Thummapudi Institute of Technology & Management, Badvel (Id: C-26933",Andhra Pradesh
"Anjuman College of Engineering, Sadar (Id: C-18770",Maharashtra
"Anjuman Engineering College, BHATKAL (Id: C-1355",Karnataka
"ANJUMAN-I-ISLAMâ€™S SCHOOL OF ARCHITECTURE AT ANJUMAN-I-ISLAMâ€™S KALSEKAR TECHNICAL, MUMBAI (Id: C-45181",Maharashtra
ANJUMAN-I-ISLAMS ALLANA INSTITUTE OF MANAGEMENT STUDIES AND A.K.HAFIZKA INSTITUTE OF HOTEL MANAGEMENT & CATERING TECHNOLOGY (Id: C-48288,Maharashtra
Anjuman-I-Islams M.H. Saboo Siddik College of Engineering 8-Shephard Road Mumbai 400 008 (Id: C-33770,Maharashtra
"ANJUMAN-I-ISLAMS SCHOOL OF ENGINEERING AND TECHNOLOGY ATANJUMAN-I-ISLAM KALSEKAR TECHNICAL, MUMBAI (Id: C-45182",Maharashtra
"Anna University of Technology Madurai, Dindigul Campus (Id: C-26786",Tamil Nadu
"Anna University of Technology Madurai, Madurai Campus (Id: C-26778",Tamil Nadu
"Anna University of Technology Madurai, Ramnad Campus (Id: C-26803",Tamil Nadu
Anna University of Technology Tiruchirappalli - Panruti Campus (Id: C-25056,Tamil Nadu
Anna University of Technology Tiruchirappalli - Pattukkottai Campus (Id: C-24997,Tamil Nadu
Anna University of Technology Tiruchirappalli - Tirukkuvalai Campus (Id: C-25034,Tamil Nadu
"Anna University of Technology, Tiruchirappalli - Ariyalur Campus (Id: C-25048",Tamil Nadu
Annai College of Engineering and Technology (Id: C-25040,Tamil Nadu
ANNAI FATIMA INSTITUTE OF CATERING TECHNOLOGY (Id: C-36509,Tamil Nadu
Annai Mathammal Sheela Engineering College (Id: C-37045,Tamil Nadu
ANNAI MIRA COLLEGE OF ENGINEERING AND TECHNOLOGY (Id: C-48246,Tamil Nadu
Annai Teresa College of Engineering (Id: C-16505,Tamil Nadu
Annai Vailankanni College of Engineering (Id: C-27088,Tamil Nadu
Annamacharya Institute of Technology & Sciences (Id: C-19623,Telangana
"Annamacharya Institute of Technology & Sciences,(Autonomous) New Bowenpally, Rajampet (Id: C-26924",Andhra Pradesh
"Annamacharya Institute of Technology And Sciences, Chinthakomma Dinne (Id: C-26918",Andhra Pradesh
Annamalaiar College of Engineering (Id: C-16467,Tamil Nadu
"Annamcharya Institute of Technology & Sciences,Tirupati (Id: C-26947",Andhra Pradesh
Annapoorana Engineering College (Id: C-36971,Tamil Nadu
"Annasaheb Dange College of Engineering and Technology, ASHTA (Id: C-11099",Maharashtra
"ANSAL TECHNICAL CAMPUS, LUCKNOW (Id: C-46876",Uttar Pradesh
"Ansupa College ofEducation &Technology, Saranda, Cuttack (Id: C-39638",Odisha
Anu Bose Institute of Technology (Id: C-19776,Telangana
"ANUBHAV INSTITUTE OF ENGINEERING AND MANAGEMENT, KANPUR NAGAR (Id: C-46855",Uttar Pradesh
"ANUPAMA COLLEGE OF ENGINEERING, AGRA (Id: C-46345",Uttar Pradesh
"Anuradha College of Engineering ,Chikhali. (Id: C-43097",Maharashtra
Anurag College of Engineering (Id: C-19509,Telangana
Anurag Engineering College (Id: C-19538,Telangana
Anwarul Uloom College of Engineering & Technology (Id: C-19794,Telangana
"APEEJAY INSTITUTE OF TECHNOLOGY SCHOOL OF ARCHITECTURE AND PLANNING, GREATERÂ NOIDA (Id: C-46789",Uttar Pradesh
"APEEJAY INSTITUTE OF TECHNOLOGY SCHOOL OF MANAGEMENT AND COMPUTER SCIENCE, GREATERÂ NOIDA (Id: C-46790",Uttar Pradesh
"APEEJAY INSTITUTE OF TECHNOLOGY, SCHOOL OF ARCHITECTURE AND PLANNING, GREATER NOIDA (Id: C-46226",Uttar Pradesh
"APEX COLLEGE OF TECHNICAL EDUCATION, GHAT PARTAPUR, PANCHALI MEERUT (Id: C-46213",Uttar Pradesh
Apex Engineering College (Id: C-19508,Telangana
"Apex Institute of Engineering & Technology,Jaipur (Id: C-25227",Rajasthan
Apex Institute of Management & Technology (Id: C-10825,Haryana
"APEX INSTITUTE OF TECHNOLOGY & MANAGEMENT, MORENA (Id: C-31519",Madhya Pradesh
APEX INSTITUTE OF TECHNOLOGY (Id: C-47927,Uttar Pradesh
"APEX Institute of Technology and Management (AITM), Pahala, Bhubaneswar (Id: C-30138",Odisha
"APEX INSTITUTE OF TECHNOLOGY, RAMPUR (Id: C-46091",Uttar Pradesh
"APJ Institute of Management & Information Technology, Sector-8, Institutional Area, Dwarka (Id: C-27933",Delhi
Apollo Engineering College (Id: C-16514,Tamil Nadu
"APOLLO INSTITUTE OF TECHNOLOGY, KANPUR (Id: C-46814",Uttar Pradesh
Apollo Priyadarshanam Institute of Technology (Id: C-16517,Tamil Nadu
"APOSTLE INSTITUTE OF TECHNOLOGY, GR.NOIDA (Id: C-46780",Uttar Pradesh
"Appa Institute of Engineering & Technology, GULBARGA (Id: C-1399",Karnataka
Applied College of Management & Engineering (Id: C-28492,Haryana
"APS COLLEGE OF EDUCATION AND TECHNOLOGY, MEERUT (Id: C-46427",Uttar Pradesh
"AR INSTITUTE OF MANAGEMENT AND TECHNOLOGY, MEERUT. (Id: C-46201",Uttar Pradesh
Arasu Engineering College (Id: C-24993,Tamil Nadu
Aravali College of Engineering & Management (Id: C-28184,Haryana
"Aravali Institute of Technical Studies,Udaipur (Id: C-25094",Rajasthan
"Aravind Gavali College of Engineering, Gat, Panmalewadi, (Id: C-11245",Maharashtra
"Archana College of Engineering, Pandalam (Id: C-43601",Kerala
Arignar Anna Institute of Science and Technology (Id: C-16536,Tamil Nadu
Arjun College of Technology & Science (Id: C-19572,Telangana
Arkay College of Engineering & Technology (Id: C-27591,Telangana
"Army Institute of Hotel Management & Catering Technology, Nagareshwaranagehalli, Kottannur Post, Bangalore -560 077. (Id: C-20667",Karnataka
Army Institute of Management Technology (Id: C-32901,Uttar Pradesh
"Army Institute of Technology, College of Engineering,Pune (Id: C-42054",Maharashtra
Arul College of Technology (Id: C-27073,Tamil Nadu
Arulmigu Meenakshi Amman College of Engineering (Id: C-16506,Tamil Nadu
ARULMURUGA TECHNICAL CAMPUS (Id: C-48254,Tamil Nadu
Arunachala College of Engineering for Women (Id: C-27061,Tamil Nadu
Arunai Engineering College (Id: C-16610,Tamil Nadu
"ARYA BHATT COLLEGE OF TECHNOLOGY, UDAIPURA (Id: C-47990",Madhya Pradesh
"Arya College of Engg. & Information Technology, Jaipur (Id: C-25117",Rajasthan
"Arya College of Engineering & Research Center,Jaipur (Id: C-25121",Rajasthan
"Arya Institute of Engineering & Technology,Jaipur (Id: C-25108",Rajasthan
"Arya School of Management & Information Technology, Plot No. 320, Patrapada, BBSR (Id: C-39817",Odisha
Aryabhata Institute of Technology & Science (Id: C-19660,Telangana
"ARYABHATT COLLEGE OF ENGINEERING AND TECHNOLOGY, BAGPAT (Id: C-46049",Uttar Pradesh
"ARYABHATT COLLEGE OF MANAGEMENT AND TECHNOLOGY, BAGHPAT (Id: C-46369",Uttar Pradesh
Aryabhatt International College of Technical Education (Id: C-13078,Rajasthan
Aryabhatta Institute of Engineering and Management Durgapur 171 (Id: C-6258,West Bengal
"Aryan Institute of Engineering and Technology, (AIET), Barakuda, Khurda, Bhubaneswar (Id: C-30107",Odisha
"ARYAN INSTITUTE OF TECHNOLOGY, AJMER (Id: C-47684",Rajasthan
"ARYAN INSTITUTE OF TECHNOLOGY, GHAZIABAD (Id: C-46395",Uttar Pradesh
"ARYANET INSTITUTE OF TECHNOLOGY, VELIKKAD (Id: C-43289",Kerala
"Aryans College of Engineering, Patiala (Id: C-27842",Punjab
Aryans Institute of Mangement & Technology (Id: C-10270,Punjab
"ARYAVART INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW (Id: C-46879",Uttar Pradesh
Asan Memorial College of Engineering and Technology (Id: C-16486,Tamil Nadu
Asansol Engineering College 108 (Id: C-6333,West Bengal
Asansol Engineering College 322 (Id: C-6189,West Bengal
ASHA INSTITUTE OF TECHNOLOGY AND SCIENCE (AITS) GWALIOR (Id: C-31445,Madhya Pradesh
"Ashok and Rita Patel Institute of Integrated Studies and Research in Biotechnology and Applied Sciences, New Vallabh Vidyanagar (Id: C-1208",Gujarat
Ashok Institute of Engineering & Technology (Id: C-19858,Telangana
"Ashoka Education Foundations Ashoka Institute of Management and Technology, Wadala, Nashik 422011 (Id: C-42084",Maharashtra
Ashoka Institute of Technology and Management (Id: C-15639,Chhatisgarh
"ASHOKA INSTITUTE OF TECHNOLOGY AND MANAGEMENT , VARANASI (Id: C-47030",Uttar Pradesh
"Ashokrao Mane Group of Institutions Faculty of Engineering, Wathar Tarfe Vadgaon (Id: C-11010",Maharashtra
Ashutosh Maharaj College of Management and Technology (Id: C-23081,Odisha
"ASIA SCHOOL OF ENGINEERING AND MANAGEMENT, BARABANKI (Id: C-46703",Uttar Pradesh
"ASIAN INSTITUTE OF ENGINEERING AND TECHNOLOGY, LUCKNOW (Id: C-46864",Uttar Pradesh
Asian Institute of Management & Technology (Id: C-10744,Haryana
"ASIAN INSTITUTE OF MANAGEMENT AND INFORMATION TECHNOLOGY , PATNA (Id: C-31164",Bihar
Asian Institute of Management and Technology (Id: C-17255,Assam
"ASIAN INSTITUTE OF SCIENCE & TECHNOLOGY, SEKHUPUR, (Id: C-12116",Uttar Pradesh
Asian Institute of Social Science and Technology (Id: C-23120,Odisha
"Asians Institute of Technology,Bhuria,Tonk (Id: C-25168",Rajasthan
Asifia College of Engineering & Technology (Id: C-19838,Telangana
ASL Pauls College of Engineering and Technology (Id: C-37009,Tamil Nadu
"ASRAM College of Medical Lab Technology, Malkapuram (Id: C-30440",Andhra Pradesh
As-Salam College of Engineering and Technology (Id: C-25033,Tamil Nadu
Assam Engineering College (Id: C-17318,Assam
ASSAM INSTITUTE OF TECHNOLOGY GUWAHATI (Id: C-31085,Assam
Astha Institute of Management & Technology (Id: C-32313,Madhya Pradesh
"Astral Institute of Technology & Research, Kailod-Kartal Bypass Road, Indore-452020 (Id: C-36179",Madhya Pradesh
"Astral Institute of Technology and Research, Bypass Road, Indore (Id: C-29886",Madhya Pradesh
"Atas College of Management and Technology, Pandhurana (Id: C-19215",Madhya Pradesh
"ATAS COLLEGE OF MANAGEMENT AND TECHNOLOGY, SAUSAR (Id: C-47958",Madhya Pradesh
Atharva Educational Trusts College of Engineering Plot No.8/12 Sarve No 263 Malad Marve Road Charkope Naka Malad (West) Mumbai-400 095 (Id: C-33761,Maharashtra
"Atmakur Engineering College, Atmakur (Id: C-26862",Andhra Pradesh
"Atria Institute of Technology, BANGALORE (Id: C-1264",Karnataka
"Auden Technology & Management Academy, BANGALORE (Id: C-1304",Karnataka
"Audisankara College of Engineering & Technology, Gudur (Id: C-26855",Andhra Pradesh
"Audisankara College of Engineering for Women, Gudur (Id: C-27015",Andhra Pradesh
"Audisankara Institute of Technology, Gudur (Id: C-26996",Andhra Pradesh
Aurora's Engineering College (Id: C-19619,Telangana
Avanthi Institute of Engineering & Technology (Id: C-19730,Telangana
"Avanthi Institute of Engineering & Technology, Tamaram Village, Makavarapalem mandal, Narsipatnam , Pin-531113. (CC-81) (Id: C-18157",Andhra Pradesh
"Avanthi Institute of Engineering Technology, Chirukupally(V), Bhogapuram(M), Near Tagarapuvalasa Bridge, PIN- 531 162 (CC-Q7) (Id: C-17993",Andhra Pradesh
"AVANTHI'S ST.THERESSA INSTITUTE OF ENGINEERING & TECHNOLOGY, Garbham Road, Garividi Village, Garividi Mandal, PIN -535101 (CC 99) (Id: C-17940",Andhra Pradesh
AVN Institute of Engineering & Technology (Id: C-19614,Telangana
"AVR & SVR College of Engineering & Technology, Nandyal (Id: C-26873",Andhra Pradesh
"AVR & SVR College of Engineering College, Nannur, Kurnool (Id: C-26978",Andhra Pradesh
AVS College of Engineering & Technology (Id: C-26946,Andhra Pradesh
AVS Engineering College (Id: C-36970,Tamil Nadu
"AWADH INSTITUTE OF TECHNOLOGY, LUCKNOW (Id: C-46880",Uttar Pradesh
"AWH COLLEGE OF SCIENCE & TECHNOLOGY, ANAKKARA (Id: C-7978",Kerala
"AWH ENGINEERING COLLEGE, KUTTIKKATTOOR (Id: C-8199",Kerala
"AXIS COLLEGE OF ENGINEERING AND TECHNOLOGY, MURIKKINGAL (Id: C-8205",Kerala
"AXIS INSTITUTE OF FASHION TECHNOLOGY, KANPUR (Id: C-46816",Uttar Pradesh
"AXIS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, KANPUR (Id: C-46817",Uttar Pradesh
"AYODHYA PRASAD MANAGEMENT INSTITUTE AND TECHNOLOGY, ALLAHABAD (Id: C-46668",Uttar Pradesh
Ayyan College of Engineering & Technology (Id: C-19811,Telangana
Azad College of Engineering and Technology (Id: C-19521,Telangana
Azad College of Engineering for women (Id: C-19721,Telangana
"AZAD INSTITUTE OF ENGG AND TECHNOLOGY, LUCKNOW (Id: C-46881",Uttar Pradesh
Azmet Institute of Technology (Id: C-49561,Bihar
"B B S COLLEGE OF ENGINERING AND TECHNOLOGY, ALLAHABAD (Id: C-46670",Uttar Pradesh
"B B S INSTITUTE OF MANAGEMENT AND TECHNOLOGY, ALLAHABAD (Id: C-46669",Uttar Pradesh
"B G S Inst., of Technology, Mandya Dist (Id: C-1243",Karnataka
"B K Birla Institute of Engineering & Technology, Pilani (Id: C-25175",Rajasthan
B K R College of Engineering and Technology (Id: C-16465,Tamil Nadu
"B M S (Even) College of Engineering, BANGALORE (Id: C-1422",Karnataka
"B M S Institute of technology, BANGALORE (Id: C-1336",Karnataka
"B N COLLEGE OF ENGINEERING AND TECHNOLOGY, LUCKNOW (Id: C-46883",Uttar Pradesh
"B N M Institute of Technology, BANGALORE (Id: C-1398",Karnataka
B R P Govt. Polytechnic Dhamatari (Id: C-16660,Chhatisgarh
"B S A COLLEGE OF ENGINEERING AND TECHNOLOGY, MATHURA (Id: C-46411",Uttar Pradesh
"B T L Institute of Technology Management, BANGALORE (Id: C-1240",Karnataka
"B V B College of Engg. & Technology, HUBLI (Id: C-1313",Karnataka
"B V B College of Engineering, Hubli (QIP Centre) (Id: C-1432",Karnataka
B. P. Poddar Institute of Management & Technology 115-WBUT (Id: C-6317,West Bengal
"B.A College of Engineering, Jamshedpur (Id: C-43539",Jharkhand
"B.D.S. INSTITUTE OF MANAGEMENT & TECHNOLOGY SECTOR-8, JAGRITI VIHAR, OPP. MEDICAL COLLEGE, MEERUT. Ph. No :- 2768840, 2768387 (Id: C-28913",Uttar Pradesh
B.F.I.T. Technical Campus (Id: C-21293,Uttrakhand
B.K. Institute of Education & Technology (Id: C-32923,Delhi
"B.M. College of Technology, Gokanya Khandwa Road, Indore452001"" (Id: C-36013",Madhya Pradesh
"B.M. College of Technology, Khandwa Road, Indore (Id: C-29694",Madhya Pradesh
B.M. Institute of Engineering and Technology (Id: C-19309,Haryana
"B.M.College of Technology & Management,Vill. Hari Nagar (Dumha) , Farukh Nagar, Distt. Gurgaon (Id: C-28498",Haryana
B.P. Poddar Institute of Management and Technology 115 (Id: C-6226,West Bengal
"B.R.C.M.College of Engg. & Technology, Bahal,Distt. Bhiwani (Id: C-28039",Haryana
"B.T. Inst. of Research and Technology, Sironja, Sagar (Id: C-19163",Madhya Pradesh
"Baba Farid College of Engineering& Technology, Bathinda (Id: C-27841",Punjab
"Baba Farid College of Management & Technology, Mukatsar Road, Deon, Bathinda (Id: C-22185",Punjab
"Baba Farid Institute of Technology, Dehradun (Id: C-24558",Uttrakhand
"Baba Hira Singh Bhattal Institute of Engg. & Technology, Sunam (Id: C-10284",Punjab
"BABA Institute of Technology & Science, P.M. Palem, Bakkannapalem Village, Madhurawada, PIN-530048 (CC-NR) (Id: C-18006",Andhra Pradesh
Baba Isher Singh Institute of Technology VPO-Gagra (Id: C-10282,Punjab
"BABA KADHERA SINGH COLLEGE OF ENGINEERING AND TECHNOLOGY, SONKH GOVERDHAN ROAD, MATHURA (Id: C-46297",Uttar Pradesh
"Baba Khajandas College of Management and Technology, Ludhiana (Id: C-10410",Punjab
"Baba Mangal Singh Institute of Management & Technology, Moga (Id: C-10313",Punjab
"Babasaheb Naik Engineering College , Pusad (Id: C-43064",Maharashtra
"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY, GHAZIABAD (Id: C-46386",Uttar Pradesh
"BABU BANARASI DAS NATIONAL INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW (Id: C-46884",Uttar Pradesh
"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY, LUCKNOW (Id: C-46885",Uttar Pradesh
"BABU BANARASIDAS INSTITUTE OF ENGINEERING TECHNOLOGY AND RESEARCH CENTRE, BULANDSHAHAR (Id: C-46351",Uttar Pradesh
"BABU BANARSI DAS INSTITUTE OF TECHNOLOGY (B.Ed) COLLEGE, DELHI-MEERUT ROAD, DUHAI, GHAZIABAD (Id: C-28745",Uttar Pradesh
"BABU SUNDAR SINGH INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW (Id: C-46886",Uttar Pradesh
"Babulal Tarabai Institute of Research & Technology, NH 26, Narsinghpur Road, Village Sironja,District Sagar (Id: C-36169",Madhya Pradesh
"Badari Institute of Technology & Science For Women, Sarpavaram, Kakinada-533005 (CC-6U) (Id: C-18153",Andhra Pradesh
"Bagula Mukhi College of Technology, Village-Mugalia Kot, Vidisha Road, Bhopal (Id: C-36097",Madhya Pradesh
"Bahubali College of Engineering, SHRAVANABELAGOLA (Id: C-1250",Karnataka
"Balaghat College of Engineering, Ruda, Tq. Ahemadpur (Id: C-7530",Maharashtra
"BALAJI COLLEGE OF MGMT & TECHNOLOGY, KILA PARICHATI GARH, MEERUT Ph. (Id: C-28655",Uttar Pradesh
Balaji Institute of Computer Technology (BICT) (Id: C-32024,Madhya Pradesh
Balaji Institute of Engineering & Science (Id: C-19581,Telangana
Balaji Institute of Engineering and Technology (Id: C-16584,Tamil Nadu
Balaji Institute of Technology & Science (Id: C-19874,Telangana
"Balaji Institute of Technology & Science, Proddutur (Id: C-26919",Andhra Pradesh
"Balaji Institute of Technology, Management & Research (Id: C-15674",Chhatisgarh
"Balaji Institute of Technology, Village - Kerwan, Post Kunwa, Tehsil Thikri, District Barwani-451660 (Id: C-36221",Madhya Pradesh
"Balasore College of Engineering and Technology, (BCET), Balasore (Id: C-30162",Odisha
"Baldev Ram Mirdha Institute of Technology,Jaipur (Id: C-25143",Rajasthan
"Baldev Ram Mirdha Institutes of Technology(East Campus),Jaipur (Id: C-25252",Rajasthan
"Balimela College of Science and Technology, Balimela (Id: C-39376",Odisha
"Ballari Institute of Technology & Management, BELLARY (Id: C-1290",Karnataka
"Ballarpur Institute of Technology, Ballarpur (Id: C-18901",Maharashtra
BALMIK ELECTRONIC SOFTWARE TECHNOLOGY (BEST) JHABUA (Id: C-31449,Madhya Pradesh
Balwant Singh Mukhiya (BSM) College of Engineering (Id: C-21320,Uttrakhand
BANARAS INSTITUTE OF TECHNOLOGY & MANAGEMENT VARANASI (Id: C-31117,Uttar Pradesh
Banarasi Das Chandiwala Institute of Hotel Management & Catering Technology (Id: C-32911,Delhi
Banarasi Das Chandiwala Institute of Information Technology (Id: C-32900,Delhi
Bandari srinivas College of Engineering & Technology (Id: C-19912,Telangana
Bandari Srinivas Institute of Technology (Id: C-19539,Telangana
