CollegeName,State Name
"Lord Krishna College of Technology Opp. STI, Rau, Indore (Id: C-29852",Madhya Pradesh
"Lord Krishna College of Technology, Bhesalay Rau, Pithampur Road Near, IIM, Infront of Steel Tubes India, Indore (Id: C-36066",Madhya Pradesh
"Lord Krishna Institute of Management and Technology, Khokhar (Id: C-10507",Punjab
Lord Venkateshwara Engineering College (Id: C-16556,Tamil Nadu
Lords Institute of Engineering & Technology (Id: C-19616,Telangana
Lords Institute of Engineering & Technology for Women (Id: C-25110,Rajasthan
Lords Institute of Hotel Management & Catering Technology (Id: C-25099,Rajasthan
"Lourdes Matha College of Science and Technology, Kuttichal, Thiruvananthapuram (Id: C-43635",Kerala
"Lourdes Matha Institute of Hotel Management and Catering Technology, Kuttichal, Thiruvananthapuram (Id: C-44465",Kerala
Loyola Institute of Technology (Id: C-16518,Tamil Nadu
"Loyola Institute of Technology and Management, Loyola Nagar, Dhulipalla (Village), Sattenapalli (Mandal), PIN-522412(CC-A4) (Id: C-18144",Andhra Pradesh
Loyola Institute of Technology and Science (Id: C-27087,Tamil Nadu
Loyola-ICAM College of Engineering and Technology (Id: C-16477,Tamil Nadu
"LTR INSTITUTE OF TECHNOLOGY, DHARAMSALA-BHAGPAT ROAD, MEERUT (Id: C-46190",Uttar Pradesh
"LUCKNOW INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW (Id: C-46872",Uttar Pradesh
"LUCKNOW INSTITUTE OF TECHNOLOGY, LUCKNOW (Id: C-46919",Uttar Pradesh
"LUCKNOW MODEL INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW (Id: C-46921",Uttar Pradesh
"Ludhiana College of Engg. and Technology, Ludhiana (Id: C-10459",Punjab
Lukas Institute of Information Technology (Id: C-32176,Madhya Pradesh
"M and M Institue of Management & Technology, Village Nagri, (Sangrur) (Id: C-22207",Punjab
"M E S S IDEAL INSTITUTE OF MANAGEMENT AND COMPUTER APPLICATION TECHNICAL CAMPUS, PUNE (Id: C-46649",Maharashtra
"M G INSTITUTE OF MANAGEMENT AND TECHNOLOGY, LUCKNOW (Id: C-46922",Uttar Pradesh
"M K R P G INSTITUTE OF TECHNOLOGY, BAGHPAT (Id: C-46695",Uttar Pradesh
"M M College of Technology NH-06, Umariya, P O Rewa Raipur (Id: C-16638",Chhatisgarh
"M M M ENGINEERING COLLEGE, GORAKHPUR (Id: C-46543",Uttar Pradesh
"M P SCHOOL OF ENGINEERING , VARANASI (Id: C-47038",Uttar Pradesh
"M S Engineering College, BANGALORE (Id: C-1343",Karnataka
"M S Ramaiah Institute of Technology, BANGALORE (Id: C-1331",Karnataka
"M V J College of Engineering, BANGALORE (Id: C-1249",Karnataka
M.A.M. College of Engineering (Id: C-25012,Tamil Nadu
M.A.M. College of Engineering and Technology (Id: C-25045,Tamil Nadu
M.A.M. School of Engineering (New) (Id: C-25007,Tamil Nadu
M.A.R. College of Engineering and Technology (Id: C-25042,Tamil Nadu
M.D. College of Technology (Id: C-10571,Haryana
"M.D. COLLEGE OF TECHNOLOGY AND MANAGEMENT, AMARSANDA, BARABANKI (Id: C-42335",Uttar Pradesh
"M.DASAN INSTITUTE OF TECHNOLOGY, ULLIYERI (Id: C-43277",Kerala
"M.E.R.D.O.Mechanical Engineering Research and Development Organisation, Pashan, Pune 411008 (Id: C-41285",Maharashtra
M.E.T. Engineering College (Id: C-27046,Tamil Nadu
M.G. College of Engineering (Id: C-9468,Kerala
"M.G. Institute of Engineering & Technology, Badhoo, Tehsil Chachyot, Distt Mandi (Id: C-11459",Himachal Pradesh
"M.G.M.'S College of Engineering, Ari Port Raod, Nanded (Id: C-7623",Maharashtra
"M.G.M's Jawaharlal Nehru College of Engineering, N-6, Cidco. (Id: C-34503",Maharashtra
"M.G.Vidyamandirs Institute of Hotel Management and Catering Technology, Panchvati, Nashik 422003 (Id: C-41388",Maharashtra
M.I.E.T. Engineering College (Id: C-25046,Tamil Nadu
"M.J.R. College of Engineering & Technology, Pulicherla (Id: C-26842",Andhra Pradesh
M.Kumarasamy College of Engineering (Id: C-37059,Tamil Nadu
M.L Memorial Technical College (Id: C-10382,Punjab
M.L.B Institute of Management and Technology (Id: C-10347,Punjab
"M.L.V Textile & Engineering College,Bhilwara (Id: C-25151",Rajasthan
M.N Rao Women's Engineering College (Id: C-19561,Telangana
M.N.S.K. College of Engineering (Id: C-25049,Tamil Nadu
M.P.Nachimuthu M.Jaganathan Engineering College (Id: C-36960,Tamil Nadu
M.R.C.C. College of Technical Education 205 (Id: C-6227,West Bengal
M.R.K. Institute of Technology (Id: C-25043,Tamil Nadu
"M.S. Bidwe College of Engineering, Latur (Id: C-7593",Maharashtra
"Maa Bamleshwari Institute of Technology & Management, Ramtola (Id: C-15623",Chhatisgarh
"Maa Kaila Devi Institute of Information Technology, Shivpuri Link Road, Gwalior (Id: C-36220",Madhya Pradesh
Maa Narmada Computer Institute of Technology (Id: C-32374,Madhya Pradesh
Maa Narmada Institute of Technology (Id: C-32068,Madhya Pradesh
Maa Omwati Institute of management & Technology (Id: C-28505,Haryana
Maamallan Institute of Technology (Id: C-16483,Tamil Nadu
Madan Memorial Institute of Information Technology (Id: C-32369,Madhya Pradesh
"Madanapalli Institute of Technology & Science, Madanapalli (Id: C-26902",Andhra Pradesh
Madha Engineering College (Id: C-16595,Tamil Nadu
Madha Institute of Engineering & Technology (Id: C-16528,Tamil Nadu
"Madhav College of Technology & Management, (Id: C-10666",Haryana
"Madhav Institute Of Technology & Science, Gole Ka Mandir, P.O. Residency, Gwalior 474005 (Id: C-36025",Madhya Pradesh
"Madhav Institute of Technology and Science, Gole ka Mandir, P.O. Residency, Gwalior-474005"" (Id: C-36239",Madhya Pradesh
"Madhav Institute of Technology, Gole Ka Mandir, P.O. Residency, Gwalior-474005"" (Id: C-36242",Madhya Pradesh
Madhira College of Engineering (Id: C-19638,Telangana
"MADHIRA INSTITUTE OF TECHNOLOGY & SCIENCE(MCA), KODAD (Id: C-33108",Telangana
"MADHIRA INSTITUTE OF TECHNOLOGY & SCIENCE, KODAD (Id: C-33243",Telangana
Madhira Institute of Technology & Sciences (Id: C-19798,Telangana
Madhira Institute of Technology and Sciences (Id: C-19778,Telangana
"MADHU VACHASPATI INSTITUTE OF ENGINEERING AND TECHNOLOGY , KAUSHAMBI (Id: C-46863",Uttar Pradesh
Madhya Pradesh Institute of Technology & Management (Id: C-32014,Madhya Pradesh
Madhya Pradesh Institute of Technology (MPIT) (Id: C-31961,Madhya Pradesh
Madina Engineering College (Id: C-26879,Andhra Pradesh
Madras Institute of Technology Campus (Id: C-25070,Tamil Nadu
Madukarrao Pandav College of Engineering (Id: C-18243,Maharashtra
"Madurai Institute of Engineering and Technology, Sivagangai (Id: C-26793",Tamil Nadu
"MAEER's Maharashtra Academy of Engineering, Kelgaon, Tal Khed, Dist Pune (Id: C-41725",Maharashtra
Magna College of Engineering (Id: C-16545,Tamil Nadu
Maha Bharathi Engineering College (Id: C-16496,Tamil Nadu
"MAHADEV INSTITUTE OF TECHNOLOGY, VILLAGE- RAMNAGAR, POST. AMINAGAR SARAI, DISTT. BAGHPAT, Ph. 0121-2962012 9412783177,9456262543, 9897476539 (Id: C-28861",Uttar Pradesh
Mahadevi Institute of Technology (Id: C-21303,Uttrakhand
"Mahajan College of Technology, Arani Road, Yavatmal. (Id: C-43016",Maharashtra
Mahakal Institute of Computer Technology (Id: C-31947,Madhya Pradesh
MAHAKAL INSTITUTE OF COMPUTER TECHNOLOGY BHIND (Id: C-31417,Madhya Pradesh
"Mahakal Institute of Technology & Management, Behind Air Strip, Dewas, Ujjain - 456446"" (Id: C-35937",Madhya Pradesh
"Mahakal Institute of Technology & Science, Air Strip, Karcha Farms, Datana Gram, Dewas Road, Ujjain-456664 (Id: C-35975",Madhya Pradesh
"Mahakal Institute of Technology,Karcha Farms Village Datana, Behind Air Strip, Dewas Road, Ujjain-456006"" (Id: C-35963",Madhya Pradesh
Mahakavi Bharathiyar College of Engineering and Technology (Id: C-27055,Tamil Nadu
Mahalakshmi Engineering College (New) (Id: C-25065,Tamil Nadu
"Maharaj Vijayaram Gajapathi Raj College of Engineering, Chintalavalasa, Vizianagaram-535005 (CC-33) (Id: C-18054",Andhra Pradesh
"MAHARAJA AGARSEN COLLEGE OF ENGINEERING AND TECHNOLOGY, DHANAURA, GAJRAULA,J P NAGAR (Id: C-46070",Uttar Pradesh
"Maharaja Aggarsain College of Information Technology, Jai Singh Wala, Bathinda (Id: C-22199",Punjab
"MAHARAJA AGRASAIN INSTITUTE OF TECHNOLOGY, GHAZIABAD (Id: C-46390",Uttar Pradesh
Maharaja Agrasen Institute of Management & Technology (Id: C-10689,Haryana
Maharaja Agrasen Institute of Technology (Id: C-32870,Delhi
"Maharaja College of Engineering, Udaipur (Id: C-25260",Rajasthan
Maharaja Engineering College (Id: C-36998,Tamil Nadu
Maharaja Engineering College for Women (Id: C-36965,Tamil Nadu
MAHARAJA INSTITUTE OF MANAGEMENT & TECHNOLOGY (Id: C-34738,Madhya Pradesh
"MAHARAJA INSTITUTE OF MANAGEMENT AND TECHNOLOGY, UJJAIN (Id: C-50194",Madhya Pradesh
Maharaja Institute of Technology (Id: C-37007,Tamil Nadu
"Maharaja Institute of Technology (MIT), Bhubaneswar (Id: C-30147",Odisha
"MAHARAJA INSTITUTE OF TECHNOLOGY, UJJAIN (Id: C-47236",Madhya Pradesh
Maharaja Prithvi Engineering College (Id: C-37071,Tamil Nadu
"Maharaja Ranjit Singh Khalsa Technical College, Batinda (Id: C-10317",Punjab
"Maharaja Research Foundation, Maharaja Institute of Technology Campus Belavadi Srirangapatna Taluk, Mandya (Id: C-17410",Karnataka
Maharaja Surajmal Institute of Technology (Id: C-32861,Delhi
"MAHARANA INSTITUTE OF TECHNOLOGY AND SCIENCE, LUCKNOW (Id: C-46925",Uttar Pradesh
Maharana Partap Institute of Technology & Management (Id: C-28185,Haryana
"MAHARANA PRATAAP COLLEGE OF ENGINEERING, KANPUR (Id: C-46837",Uttar Pradesh
MAHARANA PRATAP COLLEGE OF SCIENCE AND TECHNOLOGY (Id: C-47413,Madhya Pradesh
"Maharana Pratap College of Technology, Putli Ghar Road (Near Jiwaji University), Morar, Gwalior 474006 (Id: C-36300",Madhya Pradesh
"Maharana Pratap College of Technology, Putli Ghar Road, Near Jiwaji University, Gwalior-474006"" (Id: C-36208",Madhya Pradesh
"MAHARANA PRATAP ENGINEERING COLLEGE, KANPUR (Id: C-46839",Uttar Pradesh
MAHARANI LAXMIBAI COLLEGE OF TECHNOLOGY REWA (Id: C-31825,Madhya Pradesh
"Maharashtra Academy of Engineering and Educational Research Maharashtra Institute of Technology, Kothrud, Pune 38 (Id: C-41630",Maharashtra
"Maharashtra Academy of Engineering and Educational Research, Pune MIT Women Engineering College, Kothrud, Pune 38 (Id: C-41380",Maharashtra
"Maharashtra Academy of Engineering and Research's College of Education, Kothrud, Pune 38 (Id: C-41469",Maharashtra
"Maharashtra Academy of Engineering and Research's College of Pharmacy, Paud Road, Pune38 (Id: C-41561",Maharashtra
"Maharashtra College of Engineering, Nilanga (Id: C-7494",Maharashtra
"Maharashtra Institute of Engineering Research, Dindori Road, Nashik 422004 (Id: C-42076",Maharashtra
"Maharashtra State Institute of Hotel Management and Catering Technology, Shivajinagar, Pune 411016 (Id: C-41326",Maharashtra
"Maharashtra Udegiri Institute of Management & Technology, Somnathpur Villege, Udgir (Id: C-7518",Maharashtra
"Maharia Charitable Trust's Sahyadri Valley College of Engineering & Technology Address: Rajuri, Taluka - Junnar, District Pune, Taluka: Junnar, District: Pune (Id: C-41470",Maharashtra
"Maharishi Arvind Institute of Engineering & Technology,Jaipur (Id: C-25172",Rajasthan
"Maharishi Arvind International Institute of Technology,Kota (Id: C-25242",Rajasthan
"Maharshi Arvind Institue of Engg. & Technology,Jaipur (Id: C-25135",Rajasthan
"Maharshi Arvind Institute of Hotel Management and Catering Technology,Jaipur (Id: C-25194",Rajasthan
Maharshi Karve Stree Shikshan Samstha's College of Fashion Technology (Id: C-44215,Maharashtra
"Maharshi Karve Stree Shikshan Samstha's, K.B. Joshi Insitute of Information Technology, (Id: C-44280",Maharashtra
"Maharshi Karve stree Shikshan Sanstha's Cummins College of Engineering for Women, Karve Nagar Pune 52 (Id: C-42242",Maharashtra
Mahath Amma Institute of Engineering and Technology (Id: C-25005,Tamil Nadu
"Mahatma Basweshwar Education Society's College of Engineering, Ambajogai. (Id: C-34360",Maharashtra
Mahatma Education Societys Pillais Institute of Information Technology Engineering Media Studies & Research Composite College Complex Plot No10 Sector16 New Panvel Dist Raigad (Id: C-33505,Maharashtra
"Mahatma Gandhi College of Agril Bio-Technology, Pokharni, Limbgaon (Id: C-44517",Maharashtra
"Mahatma Gandhi College of Management and Technology, Kalmeshwar (Id: C-18853",Maharashtra
"Mahatma Gandhi Engineering College,Jaipur (Id: C-25243",Rajasthan
MAHATMA GANDHI INSTITUTE FOR COMPUTER SCIENCE & TECHNOLOGY JABALPUR (Id: C-31122,Madhya Pradesh
"Mahatma Gandhi Institute of Engineering & Management, Manglia, A.B. Road, Bypass Rao Khedi, Indore "" (Id: C-36114",Madhya Pradesh
Mahatma Gandhi Institute of Technology (Id: C-19793,Telangana
Mahatma Gandhi Institute of Technology (Id: C-32020,Madhya Pradesh
"MAHATMA GANDHI MISSION COLLEGE OF ENGINEERING AND TECHNOLOGY, NOIDA (Id: C-46279",Uttar Pradesh
Mahatma Gandhi Missions College of Engineering and Technology Junction of NH-4 Sion-Panvel Express Highway Plot No.11 Sector 10 Kamothe Navi Mumbai 401 706 (Id: C-33783,Maharashtra
"MAHAVEER INSTITUTE OF ENGINEERING AND TECHNOLOGY, SARDHANA ROAD, MEERUT (Id: C-46205",Uttar Pradesh
Mahaveer Institute of Science &Technology (Id: C-19608,Telangana
"MAHAVEER INSTITUTE OF TECHNOLOGY AND MANAGEMENT, RAIBAREILLY (Id: C-46999",Uttar Pradesh
MAHAVEER INSTITUTE OF TECHNOLOGY MEERUT (Id: C-31363,Uttar Pradesh
"MAHAVEER INSTITUTE OF TECHNOLOGY, POHALI, SARADHANA ROAD, MEERUT (Id: C-28894",Uttar Pradesh
"MAHAVEER INSTITUTE OF TECHNOLOGY, SARDHANA ROAD, MEERUT (Id: C-46225",Uttar Pradesh
Mahaveer Swami Institute of Technology (Id: C-19299,Haryana
Mahavir Education Trusts Shah and Anchor Kutchi Engineering College Shivaji Chowk Junction V N Purav Marg Opp R K Studio Near M/s Dukes Co Chembur Mumbai 400 088 (Id: C-33550,Maharashtra
Mahavir Institute of Computer Technology (Id: C-31939,Madhya Pradesh
Mahavir Institute of Computer Technology (Id: C-32511,Madhya Pradesh
"Mahavir Institute of Engineering and Technology (MIET), Khurda, Bhubaneswar (Id: C-30042",Odisha
Mahe Co-operative College of Higher Education & Technology (Id: C-6545,Puducherry
Mahendra College of Engineering (Id: C-37074,Tamil Nadu
Mahendra Engineering College (Id: C-37054,Tamil Nadu
Mahendra Engineering College for Women (Id: C-36978,Tamil Nadu
Mahendra Institute of Engineering and Technology (Id: C-36952,Tamil Nadu
Mahendra Institute of Technology (Id: C-37004,Tamil Nadu
Maheswara Engineering College (Id: C-19580,Telangana
Maheswara Institute of Technology (Id: C-19779,Telangana
"MAHILA INSTITUTE OF TECHNOLOGY, KALAND ROAD, SARDHANA ROAD, MEERUT Ph. 9997312494, 9837791586 (Id: C-28740",Uttar Pradesh
MAHOBIA CAMPUS OF INFORMATION TECHNOLOGY RAJNANDGAON (Id: C-31172,Chhatisgarh
Mailam Engineering College (Id: C-16468,Tamil Nadu
"MAITREE INSTITUTE OF MANAGEMENT AND TECHNOLOGY BHATANGALI, LATUR (Id: C-45176",Maharashtra
"Majhighariani Institute of Technology and Science (MITS), Rayagada (Id: C-30095",Odisha
"Malabar Institute of Technology, Anjarakandi, Kannur (Id: C-43816",Kerala
"Malhotra Technical Research Institute, Road, Amrawad, Khurd, Near, BDA Colony, Awadhpuri Road, Bhopal (Id: C-36289",Madhya Pradesh
"MALINENI LAAKSHMAIAH WOMEN'S ENGINEERING COLLEGE, PULLADIGUNTA (V), VATTICHERUKURU (M),PIN-522017 (CC-KE) (Id: C-18039",Andhra Pradesh
"Malineni Lakshmaiah Engineering College, Kanumalla(Vil), Singarayakonda,(Md),PIN-523101(CC-85). (Id: C-18165",Andhra Pradesh
Malineni Lakshmaiah Institute of Engineering & Technology (Id: C-26983,Andhra Pradesh
Malla Reddy College of Engineering & Technology (Id: C-19871,Telangana
Malla Reddy College of Engineering for women (Id: C-19764,Telangana
Malla Reddy Engineering College (Id: C-19830,Telangana
Malla Reddy Engineering College for women (Id: C-19759,Telangana
Malla Reddy Institute of Engineering and Technology (Id: C-19562,Telangana
Malla Reddy Institute of Management & Technology (Id: C-19862,Telangana
Malla Reddy Institute of Technology & Sciences (Id: C-19785,Telangana
Malla Reddy Institute of Technology (Id: C-19734,Telangana
Mallabhum Institute of Technology 158 (Id: C-6265,West Bengal
"Malnad College of Engineering, HASSAN (Id: C-1300",Karnataka
Malout Institute of Management and Information Technology (Id: C-10336,Punjab
"Malva Polytechnic, Gram Nepaniya, By Pass Road, N.H.-3, Indore (Id: C-36094",Madhya Pradesh
"Malwa Institute of Science & Technology, Village Limbodagari Palia Post, Hathod Via, Indore, Indore - 453111 (Id: C-36149",Madhya Pradesh
"Malwa Institute of Science & Technology,Gram Limbodi, Opp. Aurbindo Hospital, Indore (Id: C-29696",Madhya Pradesh
"Malwa Institute of Technology & Management, Sikroda-Badori, Gwalior-475001 (Id: C-36277",Madhya Pradesh
"Malwa institute of Technology, Nipaniya Byass, Indore (Id: C-29854",Madhya Pradesh
"Malwa Institute of Technology, Village Nipani, Bypass Road, Opp, D.P.S., Indore "" (Id: C-36016",Madhya Pradesh
"Mamata College of Medical Laboratory Technology, Khammam (Id: C-30421",Telangana
"MANAGEMENT EDUCATION CENTRE, HERITAGE INSTITUTE OF TECHNOLOGY 304 (Id: C-6170",West Bengal
"MANAJIRAO BHOSALE TECHNICAL CAMPUS, FACULTY OF ENGINEERING, SANGLI (Id: C-48660",Maharashtra
ManakulaVinayagar Institute of Technology (Id: C-6499,Puducherry
Manasi Institute of Technology & Management (Id: C-32096,Madhya Pradesh
Manav Institute of Technology & Management (Id: C-27604,Haryana
"Manda Institute of Technology,Bikaner (Id: C-25156",Rajasthan
Mandar Education Societys Rajaram Shinde College of Engineering Pedhambe Taluka Chiplun Dist. Ratnagiri (Id: C-33798,Maharashtra
MANDLA INSTITUDE OF PARAMEDICAL TECHNOLOGY (Id: C-47362,Madhya Pradesh
"Mandsaur Institute of Science & Technology, Mandsaur (Id: C-31716",Madhya Pradesh
"Mandsaur Institute of Technology, Dewda Road, Mandsaur-458001"" (Id: C-36044",Madhya Pradesh
"Mandsaur Institute of Technology, Mandsaur (Id: C-31702",Madhya Pradesh
"Mandsaur Institute of Technology,Indore Campus, Hingoniya, Dewas RoadIndore"" (Id: C-36051",Madhya Pradesh
"Mangala Institute of Technology, Gundicha Vihar, 6th Lane, Puri (Id: C-39824",Odisha
"Mangalam College of Engineering, Mangalam Hills, Ettumanoor P.O, Kottayam-686 631 (Id: C-11729",Kerala
"MANGALMAY INSTITUTE OF ENGINEERING AND TECHNOLOGY, GREATER NOIDA (Id: C-46410",Uttar Pradesh
"MANGALMAY INSTITUTE OF MANAGEMENT AND TECHNOLOGY, GREATER NOIDA (Id: C-46235",Uttar Pradesh
MANGALMAY INSTITUTE OF MGMT & TECHNOLOGY KNOWLEDGE PARK II GREATER NOIDA (Id: C-28619,Uttar Pradesh
"Mangalore Institute of Engg. & Technology,MANGALORE (Id: C-1402",Karnataka
"Mangalore Institute of Fashion Technology Tripthi Cimplex, Baipass Road, Kankanady, Mangalore-2 (Id: C-16831",Karnataka
"Mangalore Institute of Fire and Safety Engineering, C.P. Complex, Pumpwell, Mangalore (Id: C-16803",Karnataka
"MANGALORE MARINE COLLEGE AND TECHNOLOGY, MANGALORE (Id: C-47258",Karnataka
Manglam Institute of Computer & Technology (Id: C-32566,Madhya Pradesh
"Manipal Institute of Technology, Manipal (Id: C-7252",Karnataka
Manipur Institute of Technology (Id: C-9388,Manipur
Manjara Charitable Trusts Rajiv Gandhi Institute of Technology Serve No.161 CTS No 1976/1/48 Juhu Versova Link Road Behind HDFC Bank Versova Andheri (West) Mumbai 400061 (Id: C-33792,Maharashtra
"Mannam Foundation Centre for Education Technology, Poruvazhy, Edakkad P.O., Kollam (Id: C-43689",Kerala
Mannan Institute of Science & Technology (Id: C-19675,Telangana
Manoharbhai Engineering and Technical Institute (Id: C-18974,Maharashtra
"Manoharhai Patel Institute of Engineering and Technology, Shahapur (Id: C-18540",Maharashtra
"Mansa Polytechnic, Kohka Kurud Road. Bhilai. (Id: C-15672",Chhatisgarh
"Mansarover Institute of Science & Technology, Mansarover Camus, Kolar Road, Village Hinotia Alam, Bhopal - 462042 (Id: C-36154",Madhya Pradesh
"MANUU POLYTECHNIC, BANGALORE (Id: C-46611",Karnataka
"MANUU POLYTECHNIC, DARBHANGA (Id: C-46612",Bihar
"MANUU POLYTECHNIC, RANGAREDDY (Id: C-46610",Telangana
"Mar Baselios College of Engineering and Technology, Nalanchira, Thiruvananthapuram (Id: C-43611",Kerala
"Mar Baselios Institute of Technology, Anchal, P.O. Kollam. (Id: C-43703",Kerala
"Mar Baselious Institute of Technology and Science, Nellimattom. P.O,Kothamangalam - 686 693 (Id: C-11810",Kerala
"Mar Baselius Christian College of Engineering and Technology, Peerumedu - 685 531 (Id: C-11767",Kerala
Mar Ephraem College of Engineering and Technology (Id: C-27039,Tamil Nadu
"Mar Thoma College of Management & Technology (MCMAT), Asramam Campus,Perumbavoor - 683 542 (Id: C-11830",Kerala
"Mar Thoma Institute of Technology, Chadayamangalam, Ayur, Kollam. (Id: C-43706",Kerala
"Maratha Mandal Engineering College, BELGAUM (Id: C-1357",Karnataka
Maratha Shikshan Sanstha's Institute of Management Studies & Information Technology (Id: C-34404,Maharashtra
"MARATHWADA INST OF TECHNOLOGY, BULANDSHAHR (Id: C-46736",Uttar Pradesh
"Marathwada Institute of Technology Engineering College, Satara Road. (Id: C-34376",Maharashtra
"MARATHWADA INSTITUTE OF TECHNOLOGY, BULANDSHAHAR (Id: C-46379",Uttar Pradesh
Marathwada Mitra Mandal's College of Engineering Pune 52 (Id: C-41309,Maharashtra
"Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Tal Haveli, Pune 32 (Id: C-41943",Maharashtra
Marconi Institute of Technology (Id: C-19884,Telangana
"MARG INSTITUTE OF INFORMATION TECHNOLOGY, HALDWANI (Id: C-31275",Uttrakhand
Maria College of Engineering and Technology (Id: C-27028,Tamil Nadu
"Marian College of Engineering, Kazhakkuttam, Thiruvananthapuram (Id: C-43603",Kerala
Marine Engineering and Research Institute (Id: C-42665,West Bengal
Marri Educational Society's Marri Laxman Reddy Institute of Technology and Management (Id: C-19922,Telangana
Marthandam College of Engineering and Technology (Id: C-27057,Tamil Nadu
"Marthoma College of Science and Technology, Chadayamangalam (Id: C-43753",Kerala
"Marudhar Engineering College,Bikaner (Id: C-25100",Rajasthan
"MARWADI EDUCATION FOUNDATIONS GROUP OF INSTITUTIONS-FACULTY OF TECHNOLOGY, RAJKOT-097 (Id: C-49614",Gujarat
"Marwar Engineering College & Research Center,Jodhpur (Id: C-25273",Rajasthan
"Marwar Institute of Technology,Jodhpur (Id: C-25239",Rajasthan
"MASS COLLEGE OF ENGINEERING AND MANAGEMENT,MAHAMAYA NAGAR (Id: C-46340",Uttar Pradesh
MASTER INSTITUTE OF INFORMATION TECHNOLOGY (Id: C-46533,Jammu and Kashmir
"Master Institute of Management Science & Technology, Kavali (Id: C-26986",Andhra Pradesh
"Masterji Institute of Information Technology, Madikonda, Hanamkonda (Id: C-27259",Telangana
MASTERPRO INSTITUTE INFORMATION AND TECHNOLOGY (Id: C-46534,Jammu and Kashmir
"MATA BASANTI SCHOOL OF BIOSCIENCE AND BIOTECHNOLOGY, AGRA (Id: C-15194",Uttar Pradesh
Mata Raj Kaur Institute of Engineering & Technology (Id: C-28389,Haryana
"Matha College of Technology, Manakkappadi, North Paravur- 683 511 (Id: C-11609",Kerala
"Mathuradevi Institute of Technology & Management Opp. Gram Revati, Indore (Id: C-29737",Madhya Pradesh
"Mathuradevi Institute of Technology & Management, Garipipliya, Nemawar Road, Indore - 452018 (Id: C-36046",Madhya Pradesh
"Matoshree Education Socieyts Matoshree College of Engineering & Research Centre, A/p. Eklahere, Tal. & Dist. Nashik 423401 (Id: C-41960",Maharashtra
"Matoshree Shaikshnik Pratishthan Ane Rajiv Gandhi College of Engineering, Address: At-Po- Karjule Harya, Taluka: Parner District: Ahmednagar (Id: C-42009",Maharashtra
"Matoshri Pratishthan's School of Engineering, Jijau Nagar, Khupsarwadi, Post Vishnupuri, Nanded (Id: C-7589",Maharashtra
Matrix Institute of Technology (Id: C-19523,Telangana
"Matsyodari Shikshan Sanstha's College of Engineering & Technology, Nagewadi. (Id: C-34516",Maharashtra
Matu Ram Institute of Engineering & Management (Id: C-28491,Haryana
Maulana Azad Educational Trusts Tom Patric Institute of Computer & Information Technology (Id: C-34445,Maharashtra
Maulana Azad Engineering College (Id: C-43572,Bihar
"Mauli Group of Institution's College of Engineering & Technology, Shegaon, (Id: C-43183",Maharashtra
"Maxim Institute of Technology, Gram Deepdhi, Tech. Huzur, Hoshangabad Road, District Bhopal (Id: C-35988",Madhya Pradesh
Maxwell Institute of Science & Technology (Id: C-23861,Andhra Pradesh
Maya Institute of Technology & Management (Id: C-21270,Uttrakhand
"Mayurakshi Institutes of Engineering & Technology,Jodhpur (Id: C-25236",Rajasthan
MBS College of Engg. & Technology (Id: C-22925,Jammu and Kashmir
MCKV Institute of Engineering 116 (Id: C-6266,West Bengal
"MEA ENGINEERING COLLEGE, CHEMMANIYODE (Id: C-8079",Kerala
MEASI INSTITUTE OF INFORMATION TECHNOLOGY (Id: C-43952,Tamil Nadu
Medak College of Engineering & Technology (Id: C-19903,Telangana
Medak Institute of Technology & Pharmacy (Id: C-19870,Telangana
Medha College of Engineering (Id: C-19620,Telangana
Medha Institute of Science & Technology (Id: C-19863,Telangana
"Medi Caps Institute of Technology and Management (Management), A.B. Road, Pigdamber, Indore 453331 (Id: C-36190",Madhya Pradesh
"MEDICAL AND TECHNOLOGY INSTITUTEITUTE OF NURSING, JAIPUR (Id: C-47110",Rajasthan
"Medi-Caps Institute of Science & Technology , AB Road, Pigdamber (Rau) Indore-453331 (Id: C-36165",Madhya Pradesh
"Medi-Caps Institute of Technology & Management (Engg.), A.B. Road, Pigdamber Rau, Indore-453331 (Id: C-35930",Madhya Pradesh
"Medi-Caps Institute of Technology & Management Rau, Indore (Id: C-29869",Madhya Pradesh
"MEDICPAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, INDORE (Id: C-47953",Madhya Pradesh
Meenaakshi Ramaswamy Engineering College (Id: C-25063,Tamil Nadu
Meenakshi College of Engineering (Id: C-16551,Tamil Nadu
Meenakshi Sundararajan Engineering College (Id: C-16480,Tamil Nadu
Meera Bai Institute of Technology (Id: C-36918,Delhi
"MEERUT COLLEGE OF ADVANCE TECHNOLOGY SECTOR-2, POCKET-A, SHATABDI NAGAR, MEERUT Ph. No. 0121, 2441618, 2441617 (Id: C-28971",Uttar Pradesh
"MEERUT INST. OF ENGINEERING & TECHNOLOGY BAGHPAT CROSSING, PARTAPUR BY PASS, MEERUT Ph. No :- 0121-2439019, 2439058 (Id: C-29027",Uttar Pradesh
"MEERUT INSTITUTE OF ENGINEERING AND TECHNOLOGY, MEERUT (Id: C-46414",Uttar Pradesh
